timestamp,event,run_id,status,job_id,attempt,env_id,regime,method,seed,paper_horizon,run_dir,launcher,git_commit,remote_commit,slurm_state,final_step,final_score,best_score,auc,wall_hours,checkpoint_ok,notes
2026-05-11T13:36:18+00:00,launch,setup_checkpoint_resume_smoke,launched,2007,1,cartpole-swingup,clean,checkpoint_resume_smoke,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_setup_v2/checkpoint_resume_smoke,scripts/ncc_corl_checkpoint_resume_smoke.sbatch,a1c43235adf581168ba215d0561a545c61f23f29,a1c43235adf581168ba215d0561a545c61f23f29,,,,,,,,setup smoke
2026-05-11T13:57:46+00:00,completed,setup_checkpoint_resume_smoke,passed,2007,1,cartpole-swingup,clean,checkpoint_resume_smoke,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_setup_v2/checkpoint_resume_smoke,scripts/ncc_corl_checkpoint_resume_smoke.sbatch,a1c43235adf581168ba215d0561a545c61f23f29,a1c43235adf581168ba215d0561a545c61f23f29,COMPLETED,0,,,,0.2944,True,checkpoint resume smoke passed
2026-05-11T13:58:02+00:00,launch,corl500k__quadruped-run__clean__adaptive_rhs__s15,launched,2008,1,quadruped-run,clean,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/quadruped-run/clean/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,,,,,,,,500k full profile
2026-05-11T13:58:03+00:00,launch,corl500k__quadruped-run__chaos__adaptive_rhs__s15,launched,2009,1,quadruped-run,chaos,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/quadruped-run/chaos/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,,,,,,,,500k full profile
2026-05-11T13:58:03+00:00,launch,corl500k__cheetah-run__clean__adaptive_rhs__s15,launched,2010,1,cheetah-run,clean,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cheetah-run/clean/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,,,,,,,,500k full profile
2026-05-11T13:58:04+00:00,launch,corl500k__cheetah-run__chaos__adaptive_rhs__s15,launched,2011,1,cheetah-run,chaos,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cheetah-run/chaos/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,,,,,,,,500k full profile
2026-05-11T16:11:54+00:00,completed,corl500k__cheetah-run__clean__adaptive_rhs__s15,completed,2010,1,cheetah-run,clean,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cheetah-run/clean/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,COMPLETED,500000,905.61279296875,933.2421875,795.4776550292969,1.6339,True,completed full 500k profile
2026-05-11T16:11:55+00:00,completed,corl500k__cheetah-run__chaos__adaptive_rhs__s15,completed,2011,1,cheetah-run,chaos,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cheetah-run/chaos/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,COMPLETED,500000,540.9439697265625,582.9393310546875,383.49269409179686,2.1908,True,completed full 500k profile
2026-05-11T16:13:03+00:00,completed,corl500k__quadruped-run__clean__adaptive_rhs__s15,completed,2008,1,quadruped-run,clean,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/quadruped-run/clean/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,COMPLETED,500000,923.7684326171875,923.7684326171875,717.1008171081543,2.2486,True,completed full 500k profile
2026-05-11T16:34:17+00:00,completed,corl500k__quadruped-run__chaos__adaptive_rhs__s15,completed,2009,1,quadruped-run,chaos,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/quadruped-run/chaos/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,94b28228132599a660f2eb4ae75bf1f5d24c5df5,94b28228132599a660f2eb4ae75bf1f5d24c5df5,COMPLETED,500000,810.0067138671875,810.0067138671875,498.6997745513916,2.5639,True,completed full 500k profile
2026-05-11T16:34:33+00:00,launch,corl500k__quadruped-run__clean__paper_horizon__s15,launched,2016,1,quadruped-run,clean,paper_horizon,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/quadruped-run/clean/paper_horizon/s15,scripts/ncc_corl_paper_horizon_500k.sbatch,b9c3697591c152418a7a00b9edcfa0d3d55b4ac1,b9c3697591c152418a7a00b9edcfa0d3d55b4ac1,,,,,,,,500k full profile
2026-05-11T16:34:34+00:00,launch,corl500k__quadruped-run__chaos__paper_horizon__s15,launched,2017,1,quadruped-run,chaos,paper_horizon,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/quadruped-run/chaos/paper_horizon/s15,scripts/ncc_corl_paper_horizon_500k.sbatch,b9c3697591c152418a7a00b9edcfa0d3d55b4ac1,b9c3697591c152418a7a00b9edcfa0d3d55b4ac1,,,,,,,,500k full profile
2026-05-11T16:34:35+00:00,launch,corl500k__cheetah-run__clean__paper_horizon__s15,launched,2018,1,cheetah-run,clean,paper_horizon,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cheetah-run/clean/paper_horizon/s15,scripts/ncc_corl_paper_horizon_500k.sbatch,b9c3697591c152418a7a00b9edcfa0d3d55b4ac1,b9c3697591c152418a7a00b9edcfa0d3d55b4ac1,,,,,,,,500k full profile
